,card_number,expiry_date,card_provider,date_payment_confirmed
12988,4838383958993700000,11/32,VISA 19 digit,2018-03-14
12989,4486565320001780,01/25,VISA 16 digit,2015-03-31
12990,4186388997054950,01/27,VISA 16 digit,2007-05-27
12991,4427598200103690000,08/24,VISA 19 digit,1997-10-03
12992,4828202376144540,04/28,VISA 16 digit,1999-11-22
12993,4009505868460060,11/29,VISA 16 digit,2000-03-26
12994,4268262861950440,01/28,VISA 16 digit,2009-08-09
12995,4431869016439910000,12/29,VISA 19 digit,1997-07-03
12996,6507177323903640,07/24,Discover,1996-04-17
12997,213142850335780,07/29,JCB 15 digit,2006-02-15
12998,4187618241447490,03/27,VISA 16 digit,2011-04-17
12999,3574756282201800,04/27,JCB 16 digit,2004-06-04
13000,3585712103947530,12/29,JCB 16 digit,2008-11-22
13001,676106272997,06/27,Maestro,2002-03-28
13002,347441669662346,10/32,American Express,1999-03-13
13003,4109273511951,06/32,VISA 13 digit,2000-06-28
13005,3577336060872610,03/27,JCB 16 digit,2001-07-24
13006,4730164233713360000,03/24,VISA 19 digit,1994-11-18
13007,4695811372953920000,05/25,VISA 19 digit,2021-08-11
13008,4589362574147880,02/29,VISA 16 digit,2003-03-31
13009,2295276249393730,08/29,Mastercard,2017-09-26
13010,676383003503,12/23,Maestro,2016-05-11
13011,4617674595347600,11/27,VISA 16 digit,2014-12-13
13012,4359164685307540,10/29,VISA 16 digit,2011-06-08
13013,4560141252339520,12/24,VISA 16 digit,1998-06-27
13014,676388785252,06/29,Maestro,1996-11-17
13015,6560183677160170,01/32,Discover,2019-05-16
13016,4518899830262390,12/26,VISA 16 digit,2017-01-13
13017,3561431666935760,12/26,JCB 16 digit,2008-08-08
13018,213181690442687,10/31,JCB 15 digit,1996-11-06
13019,3541594866526290,02/24,JCB 16 digit,1999-04-11
13020,180000766677894,12/25,JCB 15 digit,2014-04-26
13021,372254286520914,09/30,American Express,1999-08-19
13022,30391419911190,05/32,Diners Club / Carte Blanche,2000-05-20
13023,4419715419067110,03/27,VISA 16 digit,2020-02-14
13024,639076503239,03/30,Maestro,1993-06-10
13025,6011283417090530,02/24,Discover,1999-01-23
13026,213188436013847,02/28,JCB 15 digit,2019-08-13
13027,6011615450711540,03/28,Discover,1995-10-04
13028,4031879747518,10/24,VISA 13 digit,2022-02-27
13029,4897573845713690,11/31,VISA 16 digit,2022-06-07
13030,213167603571118,11/31,JCB 15 digit,1998-03-05
13031,4266654902165,11/30,VISA 13 digit,2015-12-10
13032,30047990762903,02/27,Diners Club / Carte Blanche,1999-03-25
13033,4373892388028630,10/28,VISA 16 digit,2021-06-20
13034,3508036368029840,12/23,JCB 16 digit,1997-07-16
13035,4767721113173,06/31,VISA 13 digit,2022-04-12
13036,502009787099,08/30,Maestro,2003-07-29
13037,3545337490958900,05/26,JCB 16 digit,2006-06-28
13038,342606052239978,12/27,American Express,2001-08-15
13039,30054541742590,12/27,Diners Club / Carte Blanche,2020-05-12
13040,3537644918454190,06/24,JCB 16 digit,2010-10-11
13041,4862230786641,03/32,VISA 13 digit,2009-09-02
13042,4469924490132,11/28,VISA 13 digit,2017-05-25
13043,4802456877394260,11/24,VISA 16 digit,2006-06-07
13044,4499751782702880,01/23,VISA 16 digit,1994-11-24
13045,3547697270328050,04/26,JCB 16 digit,1995-09-10
13046,2720200327014680,12/28,Mastercard,2020-08-22
13047,4594681888724590,06/24,VISA 16 digit,1996-11-10
13048,30551635658376,06/25,Diners Club / Carte Blanche,1999-09-28
13049,3522346891844350,04/30,JCB 16 digit,2012-05-21
13050,6011312740280300,10/32,Discover,1992-12-05
13051,180053851724964,08/31,JCB 15 digit,2001-10-13
13052,3527976525199570,11/31,JCB 16 digit,2002-02-28
13053,4938146228487680000,04/28,VISA 19 digit,2012-12-21
13054,4216512095795290000,09/24,VISA 19 digit,2018-02-17
13056,4738375712477920,08/27,VISA 16 digit,2000-11-12
13057,4420293693092940,07/28,VISA 16 digit,2005-02-18
13058,4211671775953240,08/24,VISA 16 digit,2012-09-12
13059,180007890458695,09/32,JCB 15 digit,2020-03-01
13060,6011275750622240,06/32,Discover,2009-11-16
13061,2258350288308730,06/29,Mastercard,1999-08-04
13062,6011284144421890,02/32,Discover,2006-02-09
13063,36347618334919,12/28,Diners Club / Carte Blanche,2005-11-09
13064,6596257050085170,07/31,Discover,2008-10-06
13065,5393570593185860,03/27,Mastercard,1994-06-04
13066,3557846602830020,07/29,JCB 16 digit,2021-04-09
13067,4266850376636,06/29,VISA 13 digit,2001-12-09
13068,4865630409276,07/32,VISA 13 digit,2005-12-27
13069,4351259043985,07/31,VISA 13 digit,2010-08-25
13070,213198982006004,05/31,JCB 15 digit,2011-01-16
13071,3588696031079670,10/25,JCB 16 digit,1994-06-06
13072,2241662739898140,09/31,Mastercard,1994-06-30
13073,6011953889127170,09/32,Discover,1997-10-08
13074,30400109640090,02/28,Diners Club / Carte Blanche,2001-04-28
13075,4845924293359220,01/30,VISA 16 digit,2018-05-30
13076,6011219220687860,01/32,Discover,2021-08-18
13077,4880104136046400,02/28,VISA 16 digit,2018-07-13
13078,4008761180893180,12/29,VISA 16 digit,2002-07-28
13079,345480832429631,02/25,American Express,1995-01-21
13080,379071409087164,04/24,American Express,2014-05-23
13081,675934580118,11/26,Maestro,2017-08-16
13082,3572481054571000,06/27,JCB 16 digit,2020-04-27
13083,4714444294182820,06/26,VISA 16 digit,2012-07-12
13084,4166021431124130,03/23,VISA 16 digit,2012-09-04
13085,3596302939429190,11/31,JCB 16 digit,2021-09-27
13086,????38922600092697,03/27,Diners Club / Carte Blanche,1996-07-02
13087,2700449037784340,08/27,Mastercard,2021-10-07
13088,675918304030,03/31,Maestro,2004-01-02
13089,6011076475402960,10/23,Discover,2003-06-17
13090,3598542343258430,01/24,JCB 16 digit,2014-05-22
13091,565803909797,04/32,Maestro,2018-04-30
13092,4673169523034020,08/25,VISA 16 digit,2016-06-11
13093,374078875217758,08/24,American Express,1995-11-26
13094,5141272161061640,11/24,Mastercard,1994-11-13
13095,30497675656229,07/23,Diners Club / Carte Blanche,2021-02-15
13096,4888645818114590,01/30,VISA 16 digit,2012-01-03
13097,4891060192869,01/30,VISA 13 digit,2005-08-29
13098,38449296169290,01/23,Diners Club / Carte Blanche,2022-03-14
13099,4170676340505,10/23,VISA 13 digit,1999-05-14
13100,38319192431021,12/22,Diners Club / Carte Blanche,2011-07-30
13101,371069876773181,08/25,American Express,2003-01-11
13102,4890639756782490000,01/32,VISA 19 digit,2022-05-18
13103,4433071623705,12/25,VISA 13 digit,1993-11-04
13104,343165421413144,07/27,American Express,2006-01-04
13105,213186390059491,12/29,JCB 15 digit,2003-03-19
13107,4043518939802210,05/28,VISA 16 digit,2007-06-21
13108,4586857630754,08/23,VISA 13 digit,2017-01-03
13109,3516857762451040,07/31,JCB 16 digit,2011-08-13
13110,3585430012531780,01/32,JCB 16 digit,2013-08-24
13111,36757376517283,03/26,Diners Club / Carte Blanche,1994-04-21
13112,4832984316473,04/25,VISA 13 digit,2011-03-27
13113,6574854655808410,08/28,Discover,2020-11-10
13114,4366208512761030,08/24,VISA 16 digit,2005-08-02
13115,213114264036734,04/23,JCB 15 digit,1995-05-20
13116,6011183253714100,12/29,Discover,1999-06-03
13117,4653735298244810,04/30,VISA 16 digit,2019-02-13
13118,675946407482,02/24,Maestro,2017-11-17
13119,3555466092904890,12/29,JCB 16 digit,2019-12-04
13120,213131013818501,12/27,JCB 15 digit,1997-05-10
13121,3500436895499290,12/23,JCB 16 digit,1999-10-31
13122,3568031743335340,03/25,JCB 16 digit,1995-01-14
13123,4872354536458,10/26,VISA 13 digit,2006-07-14
13124,213136206260296,12/31,JCB 15 digit,1996-11-25
13125,30128219128108,05/32,Diners Club / Carte Blanche,2002-12-08
13126,4217212189050,09/27,VISA 13 digit,2017-06-01
13127,4241920453983620000,04/26,VISA 19 digit,2018-04-26
13128,4158624267698,02/31,VISA 13 digit,2000-06-30
13129,6508327972691090,11/27,Discover,2011-06-11
13130,213194015429784,09/24,JCB 15 digit,2011-10-28
13131,4340728059730,10/26,VISA 13 digit,1997-01-13
13132,4045989992801820,03/25,VISA 16 digit,1996-04-18
13134,4345993906748730,09/31,VISA 16 digit,2013-10-22
13135,3572947767673700,12/31,JCB 16 digit,2013-09-12
13136,2544723715626000,04/25,Mastercard,2007-04-02
13137,377281845742296,11/30,American Express,2019-01-16
13138,376794210151530,12/22,American Express,1998-06-23
13139,3598241538405340,06/26,JCB 16 digit,1995-06-07
13140,180070321935566,07/23,JCB 15 digit,2010-05-16
13141,4219609751090600,10/26,VISA 16 digit,2017-01-12
13142,3549446754648130,08/28,JCB 16 digit,2022-11-02
13143,2239300894279430,06/26,Mastercard,1996-10-30
13144,675963322416,12/27,Maestro,2003-03-13
13145,370459018272260,03/28,American Express,1998-06-14
13146,4719412289753200,05/31,VISA 16 digit,2005-07-12
13147,4522159746189750,08/27,VISA 16 digit,1999-06-03
13148,4778119854633460000,12/27,VISA 19 digit,2011-03-15
13149,30309232498575,03/25,Diners Club / Carte Blanche,2000-03-22
13150,4686736952781,06/27,VISA 13 digit,1995-03-03
13151,4234123184567,05/27,VISA 13 digit,1993-12-08
13152,6011315600443690,11/30,Discover,1995-03-18
13153,2290163164236950,09/32,Mastercard,1998-12-25
13154,3527424115301220,06/23,JCB 16 digit,2017-04-05
13155,584277587682,03/23,Maestro,2013-03-19
13156,2313339815954000,12/24,Mastercard,2004-05-10
13158,4414523690449490,08/30,VISA 16 digit,2004-10-02
13159,4321961323493640000,06/27,VISA 19 digit,2010-05-07
13160,180048928274787,01/24,JCB 15 digit,2001-03-20
13161,501890280701,08/29,Maestro,1995-04-21
13162,378803675447859,06/26,American Express,2001-10-28
13163,30170768220696,10/26,Diners Club / Carte Blanche,2013-05-20
13164,4994105191480200,06/25,VISA 16 digit,2021-09-21
13165,4498401019748360,02/26,VISA 16 digit,2014-11-18
13166,373518175098268,05/30,American Express,2016-06-18
13167,4354672820278,07/31,VISA 13 digit,2001-11-17
13168,4721027252150670000,07/30,VISA 19 digit,1994-09-03
13169,4339537703198160,09/29,VISA 16 digit,1999-08-16
13170,4439738353116580,03/23,VISA 16 digit,2009-10-03
13171,3507564409351150,06/29,JCB 16 digit,2009-09-28
13172,4645549920484,02/27,VISA 13 digit,2022-01-09
13173,213168492339591,02/25,JCB 15 digit,2006-06-08
13174,180032038570037,06/25,JCB 15 digit,2011-10-28
13175,372310073303276,08/31,American Express,2007-09-23
13176,213156579842272,01/25,JCB 15 digit,1997-10-10
13177,378426953556041,12/26,American Express,2005-07-24
13178,4288872370646500,10/27,VISA 16 digit,2010-01-18
13179,213117009306106,01/30,JCB 15 digit,2019-09-29
13180,4978195479558,06/31,VISA 13 digit,1994-06-24
13181,503850190201,05/29,Maestro,1998-06-10
13182,180062819455678,10/32,JCB 15 digit,1998-07-05
13183,2460007774697790,09/27,Mastercard,2009-08-24
13184,213184038525650,06/24,JCB 15 digit,2004-09-28
13185,2710896119875600,08/23,Mastercard,1999-03-29
13186,4842100620660500,04/31,VISA 16 digit,1997-07-11
13187,3501692215936660,04/29,JCB 16 digit,2016-01-12
13188,3543972566891570,09/27,JCB 16 digit,2002-05-31
13189,2243174180682600,10/27,Mastercard,2016-03-25
13190,4425251632967810,10/30,VISA 16 digit,2018-10-03
13191,4132459972086380,10/30,VISA 16 digit,2006-03-21
13192,4912633496478,10/23,VISA 13 digit,2004-02-02
13193,2709431723454710,06/28,Mastercard,1999-06-03
13194,503838330176,03/25,Maestro,1996-08-01
13195,4382596114841360,03/28,VISA 16 digit,1998-03-24
13196,342555532904588,08/24,American Express,1997-07-30
13197,30245662741144,11/32,Diners Club / Carte Blanche,2020-06-02
13198,4019493230715560,03/25,VISA 16 digit,2005-04-04
13199,3544471699600860,11/25,JCB 16 digit,1996-06-26
13200,213191687239046,08/26,JCB 15 digit,2000-12-10
13201,4349196926388500,12/30,VISA 16 digit,2003-09-28
13202,30227103616705,10/24,Diners Club / Carte Blanche,2013-09-24
13203,4200326410217030,12/23,VISA 16 digit,1997-12-03
13204,180041507375224,07/30,JCB 15 digit,1997-06-29
13205,30203157323035,07/28,Diners Club / Carte Blanche,1994-03-31
13206,6011209891475720,06/28,Discover,2014-06-03
13207,561433071462,10/31,Maestro,2014-10-08
13209,3562533612464800,05/27,JCB 16 digit,2005-09-28
13210,576306185405,04/32,Maestro,1996-02-29
13211,2296547480443970,05/32,Mastercard,2008-09-22
13212,3592451073710620,10/32,JCB 16 digit,2016-10-06
13213,4476094407804,04/31,VISA 13 digit,1996-06-12
13214,4218677161058940000,06/29,VISA 19 digit,2021-12-13
13215,30264651223352,01/30,Diners Club / Carte Blanche,1993-08-26
13216,3576725344331820,09/24,JCB 16 digit,2001-10-21
13217,2601154054458780,01/32,Mastercard,2015-03-12
13218,30065001109088,12/29,Diners Club / Carte Blanche,1995-02-17
13219,639076468094,12/31,Maestro,2013-07-07
13220,6530162698840880,07/29,Discover,1995-05-20
13221,30584067717717,03/32,Diners Club / Carte Blanche,2015-04-15
13222,3504202118076110,04/26,JCB 16 digit,2000-03-13
13223,36511582371799,10/24,Diners Club / Carte Blanche,2013-12-26
13224,4913109195168530,10/32,VISA 16 digit,2017-01-04
13225,180087014255045,09/30,JCB 15 digit,2022-02-16
13226,4348245318219170,06/26,VISA 16 digit,1994-09-05
13227,2275478386833960,05/26,Mastercard,2020-04-23
13228,3579419826613650,02/30,JCB 16 digit,2001-11-11
13229,30104679365753,10/23,Diners Club / Carte Blanche,2003-06-29
13230,30023416137996,07/28,Diners Club / Carte Blanche,1993-11-25
13231,213153497628834,03/25,JCB 15 digit,2002-03-24
13232,676200883657,11/27,Maestro,1998-06-13
13233,4672788864627150,03/32,VISA 16 digit,2008-04-14
13234,2483904931015450,06/25,Mastercard,2014-09-25
13235,348634322062016,09/25,American Express,2000-03-15
13236,2235521138273950,04/30,Mastercard,2019-06-30
13237,4118882042045070000,02/25,VISA 19 digit,2017-04-29
13238,4145172420735750000,04/32,VISA 19 digit,2016-08-07
13239,6011070631718610,08/31,Discover,2015-07-01
13240,3557370760424670,08/23,JCB 16 digit,2017-08-30
13241,3597686181699690,02/26,JCB 16 digit,2017-03-06
13242,4967083459273120,07/32,VISA 16 digit,2005-10-16
13243,180045029481832,06/25,JCB 15 digit,1996-08-23
13244,4216817872078,06/25,VISA 13 digit,1998-05-08
13245,4370342612598190,04/24,VISA 16 digit,2014-11-03
13246,3584927419294560,02/32,JCB 16 digit,2001-09-24
13247,676242679824,07/28,Maestro,2002-08-06
13248,6011037364661030,08/28,Discover,2017-09-15
13249,3502054531617170,01/29,JCB 16 digit,2006-09-27
13250,4601090398878150000,05/29,VISA 19 digit,2020-10-21
13251,676212029281,09/28,Maestro,2002-07-02
13252,30574549200028,06/32,Diners Club / Carte Blanche,1999-01-08
13253,4127619578430570,10/29,VISA 16 digit,1993-03-06
13254,4956864580260790000,07/30,VISA 19 digit,2001-05-03
13255,213181025524480,01/23,JCB 15 digit,1999-07-19
13256,371924999870225,03/32,American Express,1993-08-09
13257,6011889495876390,06/32,Discover,1995-11-10
13258,4236759360868620,05/28,VISA 16 digit,2021-02-18
13260,3585096388780470,06/26,JCB 16 digit,2006-05-10
13261,180054853647740,04/26,JCB 15 digit,1999-04-11
13262,3513839149069210,02/31,JCB 16 digit,2009-05-26
13263,3541143332199440,02/28,JCB 16 digit,2019-11-24
13264,4660832903180150000,06/27,VISA 19 digit,1999-07-09
13265,675945690757,09/27,Maestro,2019-01-24
13266,4433747454607350000,05/31,VISA 19 digit,1996-08-17
13267,4799352909249230000,05/30,VISA 19 digit,2018-07-01
13268,4725923885829900,12/27,VISA 16 digit,2014-09-30
13269,3572747689188980,02/28,JCB 16 digit,2008-08-12
13270,3519492565764920,02/26,JCB 16 digit,2008-06-15
13271,2280218736587840,07/32,Mastercard,2008-09-30
13272,3502822832457360,03/28,JCB 16 digit,2021-11-07
13273,213189110293812,05/31,JCB 15 digit,2005-11-19
13274,4284885688917810000,01/26,VISA 19 digit,2007-07-29
13275,5222848273537550,08/26,Mastercard,2017-10-13
13276,346443655793227,09/25,American Express,1998-03-26
13277,4153601300591710,09/30,VISA 16 digit,2010-03-27
13278,676208801107,04/28,Maestro,1994-08-10
13279,4108742957745450,11/26,VISA 16 digit,2013-08-09
13280,30224730791621,04/30,Diners Club / Carte Blanche,2020-01-10
13281,675979842654,07/26,Maestro,2011-05-07
13282,4524360646165,04/30,VISA 13 digit,2002-01-08
13283,4337499245688,05/23,VISA 13 digit,2019-01-16
13284,5170436349104250,08/29,Mastercard,1995-05-19
13285,4988032968802070,02/29,VISA 16 digit,1995-07-23
13286,213114301366839,07/23,JCB 15 digit,2018-06-27
13287,4600940445674980000,02/28,VISA 19 digit,1998-05-21
13288,4242541875010840,07/32,VISA 16 digit,2021-02-06
13289,373689351103782,11/26,American Express,2013-01-10
13290,180023829506298,06/26,JCB 15 digit,2019-08-17
13291,6011582416821120,04/31,Discover,2004-01-16
13292,4988247987347100,05/24,VISA 16 digit,2015-04-21
13293,630405495239,10/29,Maestro,2015-03-28
13294,6011605063639780,12/26,Discover,2000-12-19
13295,501868540466,12/23,Maestro,2015-10-13
13296,213109997710944,06/27,JCB 15 digit,2021-08-02
13297,3598349983632990,02/24,JCB 16 digit,2000-01-06
13298,343343873424428,01/30,American Express,2005-04-26
13299,60478012697,10/26,Maestro,2006-03-04
13300,4378345582062300,11/26,VISA 16 digit,2003-12-12
13301,4218293161750730000,10/24,VISA 19 digit,2010-01-16
13302,373735818370876,06/28,American Express,2014-07-18
13303,6514697291741900,01/25,Discover,2015-09-28
13304,4117089169707920000,04/30,VISA 19 digit,2011-02-21
13305,501874557132,09/28,Maestro,2016-01-31
13306,503828342371,05/29,Maestro,2006-07-07
13307,4207552668157240,02/25,VISA 16 digit,2008-03-10
13308,213177684221681,06/28,JCB 15 digit,2003-07-25
13309,3547510115105990,08/27,JCB 16 digit,2002-03-06
13311,344446882314032,11/30,American Express,1994-02-19
13312,213199570672926,07/31,JCB 15 digit,2021-03-06
13313,3580476077601050,11/24,JCB 16 digit,2010-12-13
13314,4721339503151670,08/32,VISA 16 digit,2003-06-30
13315,4191307562275,05/23,VISA 13 digit,2007-01-22
13316,6587083195339360,12/23,Discover,2005-04-28
13317,3576103463204120,04/28,JCB 16 digit,2003-04-22
13318,4467541689599,06/32,VISA 13 digit,2016-08-31
13319,4547927287199,06/26,VISA 13 digit,2010-02-27
13320,4224529566093270000,06/31,VISA 19 digit,2010-04-26
13321,2711572960243640,02/23,Mastercard,1995-10-13
13322,343030824724028,07/27,American Express,2015-09-30
13323,630409115049,02/29,Maestro,2021-10-11
13324,4814898053381160,05/25,VISA 16 digit,2016-08-15
13325,6011640896396630,01/28,Discover,2020-05-31
13326,4370251611508780,12/25,VISA 16 digit,2014-08-28
13327,4163569536342470,09/28,VISA 16 digit,2022-10-04
13328,4369253925205,05/26,VISA 13 digit,2017-11-19
13329,2260470522253210,06/31,Mastercard,2021-04-03
13330,2283569552520300,07/26,Mastercard,1999-05-31
13331,213153548409259,11/26,JCB 15 digit,2006-05-09
13332,374993209690555,09/23,American Express,1999-09-20
13333,4783387782186640,03/28,VISA 16 digit,2005-02-10
13334,60402706232,06/24,Maestro,2003-02-13
13335,30510916902499,04/30,Diners Club / Carte Blanche,2016-05-04
13336,4973981166725,03/23,VISA 13 digit,2009-05-14
13337,213114616396307,07/29,JCB 15 digit,2006-08-18
13338,3585339509528140,07/28,JCB 16 digit,2005-04-06
13339,4391536866575430,03/30,VISA 16 digit,1993-03-22
13340,3532170591665680,01/28,JCB 16 digit,2007-06-08
13341,4834379053181500000,06/24,VISA 19 digit,2021-07-13
13342,4395956005782250000,01/26,VISA 19 digit,2012-11-13
13343,503870206235,09/28,Maestro,2021-07-07
13344,213139235888012,05/25,JCB 15 digit,1999-09-10
13345,340051173375108,04/24,American Express,2000-01-31
13346,4831691912460460,02/25,VISA 16 digit,2002-05-14
13347,4548494464262740,10/31,VISA 16 digit,2011-02-01
13348,4510997381233070000,12/29,VISA 19 digit,1994-09-04
13349,4745663497402940000,08/27,VISA 19 digit,1995-07-28
13350,180059557357132,11/30,JCB 15 digit,2009-09-06
13351,2720951416987940,09/29,Mastercard,2014-12-30
13352,377532205263426,10/23,American Express,2008-08-02
13353,3592059053750670,03/25,JCB 16 digit,1997-12-18
13354,4806580932713520000,02/25,VISA 19 digit,2007-04-23
13355,501880748444,10/25,Maestro,1993-09-16
13356,30094613447397,05/24,Diners Club / Carte Blanche,2011-05-09
13357,2242977759137760,07/24,Mastercard,2011-08-16
13358,4911872410415390000,02/29,VISA 19 digit,1994-01-23
13359,4219615395356650000,10/26,VISA 19 digit,2003-04-13
13360,4711098013243010,07/27,VISA 16 digit,2008-05-23
13362,60472432412,12/29,Maestro,2019-09-24
13363,3532101657492950,10/28,JCB 16 digit,2017-09-06
13364,3507894462899920,08/30,JCB 16 digit,1997-10-06
13365,2720511879681830,11/31,Mastercard,2012-05-04
13366,4058141393220380,08/31,VISA 16 digit,2001-11-23
13367,376093973677348,07/32,American Express,2006-12-07
13368,3524715828225140,03/23,JCB 16 digit,1997-03-15
13369,213118925065842,12/27,JCB 15 digit,2017-12-16
13370,6504062467897020,01/23,Discover,2017-01-19
13371,4527212525768,04/28,VISA 13 digit,2002-05-11
13372,4217422178755470,02/27,VISA 16 digit,2018-06-09
13373,2720692871847790,04/26,Mastercard,1996-11-21
13374,3551786210188680,03/30,JCB 16 digit,1994-08-02
13375,3584981563237630,09/32,JCB 16 digit,2007-04-08
13376,213108929620767,01/25,JCB 15 digit,1996-05-11
13377,30299696509159,04/25,Diners Club / Carte Blanche,1993-02-01
13378,2437655754359140,04/30,Mastercard,2018-06-08
13379,6011688288776360,01/23,Discover,2021-06-12
13380,180003387144005,04/27,JCB 15 digit,1999-08-10
13381,6596395062184360,09/23,Discover,2019-11-17
13382,3504856339273840,07/32,JCB 16 digit,1995-05-06
13383,30233890367973,01/25,Diners Club / Carte Blanche,1998-09-01
13384,4549633414372,02/25,VISA 13 digit,1994-12-19
13385,4311406842350380000,11/31,VISA 19 digit,2005-08-06
13386,4241608018038,10/32,VISA 13 digit,1998-09-25
13387,4734303208250,05/31,VISA 13 digit,2018-10-31
13388,4869821942824540,09/32,VISA 16 digit,2022-01-23
13389,4223569219904,03/26,VISA 13 digit,2000-05-26
13390,4663392685969460,02/24,VISA 16 digit,2017-08-29
13391,584700737318,03/26,Maestro,2010-04-29
13392,4236351832429,09/27,VISA 13 digit,2022-10-27
13393,6519815691073180,01/29,Discover,2015-10-29
13394,2252434010097340,03/23,Mastercard,2016-12-07
13395,180030037152559,10/24,JCB 15 digit,2020-03-21
13396,372630598970097,07/27,American Express,1998-04-12
13397,30451392340666,04/27,Diners Club / Carte Blanche,1994-03-14
13398,4655349034938220000,01/32,VISA 19 digit,2013-12-20
13399,30378851314421,04/29,Diners Club / Carte Blanche,2010-01-01
13400,5590195675337960,06/32,Mastercard,2002-12-30
13401,6528914104018440,06/25,Discover,1998-05-21
13402,4130675855522770000,11/25,VISA 19 digit,2014-02-09
13403,2237176331535190,09/28,Mastercard,2000-02-03
13404,4291816174465980000,01/32,VISA 19 digit,2012-05-23
13405,4173531655604,07/24,VISA 13 digit,2011-10-28
13406,4887398667536480,06/31,VISA 16 digit,2014-02-27
13407,4531790043790340000,04/32,VISA 19 digit,1997-12-12
13408,3579429063952470,05/30,JCB 16 digit,2003-02-16
13409,4134972860751730,08/27,VISA 16 digit,2015-08-22
13410,38246525273186,10/24,Diners Club / Carte Blanche,2011-07-10
13411,345151972399120,03/23,American Express,2004-08-12
13413,4550941827118660,07/28,VISA 16 digit,1998-09-15
13414,3593217437529890,12/30,JCB 16 digit,2015-01-18
13415,4011057871892,09/29,VISA 13 digit,1997-04-28
13416,3511526144026990,11/28,JCB 16 digit,2006-02-16
13417,571970379582,05/27,Maestro,2021-03-13
13418,4774864214941,05/29,VISA 13 digit,1997-09-02
13419,343317824967396,03/32,American Express,2017-08-15
13420,30084735487793,07/32,Diners Club / Carte Blanche,2022-02-22
13421,4734017172743,01/32,VISA 13 digit,2017-12-08
13422,581814946181,03/25,Maestro,2011-10-10
13423,3564645392637490,11/25,JCB 16 digit,2015-11-03
13424,4413308234815,05/28,VISA 13 digit,2007-11-23
13425,4465106892668840000,09/23,VISA 19 digit,1997-05-26
13426,4149734916002200,10/32,VISA 16 digit,2019-08-16
13427,2713518475702510,06/32,Mastercard,2000-12-02
13428,584291072687,12/23,Maestro,2021-09-24
13429,30331347878632,12/27,Diners Club / Carte Blanche,2010-06-20
13430,3531467823689280,12/31,JCB 16 digit,2004-08-30
13431,2719426615559360,10/32,Mastercard,1997-11-25
13432,3529723487555760,04/25,JCB 16 digit,2013-09-14
13433,30515086031920,09/28,Diners Club / Carte Blanche,2018-07-26
13434,675979878179,01/30,Maestro,2015-10-09
13435,4378638241270110000,08/32,VISA 19 digit,2011-12-21
13436,4641368661780200000,05/27,VISA 19 digit,2009-11-13
13437,4302199002163940,06/26,VISA 16 digit,1995-01-17
13438,3598107111782300,08/31,JCB 16 digit,1995-11-22
13439,343221941456848,02/30,American Express,2002-09-05
13440,4751506052414350000,01/26,VISA 19 digit,2005-09-07
13441,4205576715728260,03/28,VISA 16 digit,2000-10-16
13442,4946848104021950,08/31,VISA 16 digit,2008-08-20
13443,3582982786511230,02/30,JCB 16 digit,2005-06-15
13444,6011219738242980,04/23,Discover,2008-02-13
13445,3562348156864950,01/28,JCB 16 digit,2022-05-12
13446,503819538920,01/27,Maestro,1997-08-18
13447,180087702207217,10/26,JCB 15 digit,2022-01-23
13448,341893257788923,10/28,American Express,1993-01-14
13449,4140300214832210,12/29,VISA 16 digit,2015-07-31
13450,373717708415094,09/29,American Express,2014-03-06
13451,6555708570147420,03/24,Discover,2006-09-05
13452,30456506897287,04/29,Diners Club / Carte Blanche,2001-07-09
13453,4790716017308,08/30,VISA 13 digit,2019-08-16
13454,2720271587794890,11/22,Mastercard,1992-12-07
13455,2443088629091910,01/31,Mastercard,2020-10-26
13456,6504262007506040,09/23,Discover,1996-01-06
13457,4519036464489110000,10/29,VISA 19 digit,2010-02-07
13458,6578880485781000,06/24,Discover,2010-05-31
13459,4523943444734,09/26,VISA 13 digit,2019-09-21
13460,4372428409600,06/31,VISA 13 digit,2019-06-22
13461,4024411110452520000,12/30,VISA 19 digit,2015-04-26
13462,2466232249623550,02/27,Mastercard,2000-10-16
13464,3593012135993480,09/24,JCB 16 digit,1996-11-24
13465,3502912770133850,05/23,JCB 16 digit,2022-07-13
13466,6506073623847240,02/25,Discover,2014-03-26
13467,2701251898028070,04/27,Mastercard,2010-12-19
13468,503824999901,04/27,Maestro,2019-01-28
13469,3504251164880760,12/30,JCB 16 digit,2020-10-25
13470,30222856053842,06/29,Diners Club / Carte Blanche,2009-12-21
13471,180095722421809,03/27,JCB 15 digit,1997-05-14
13472,180071869965718,02/29,JCB 15 digit,2010-06-09
13473,213179950132485,03/31,JCB 15 digit,2014-04-19
13474,4308635155422270,10/26,VISA 16 digit,2017-11-02
13475,38906887503856,06/23,Diners Club / Carte Blanche,2013-12-22
13476,213141897495508,09/23,JCB 15 digit,2018-01-28
13477,213171554289076,01/32,JCB 15 digit,2013-05-31
13478,38714422694044,09/24,Diners Club / Carte Blanche,1998-02-03
13479,379580031648052,04/27,American Express,2002-10-10
13480,3523412016201920,08/32,JCB 16 digit,2014-11-15
13481,30427977747715,09/26,Diners Club / Carte Blanche,2018-04-16
13482,30448632421074,03/24,Diners Club / Carte Blanche,2005-02-05
13483,4590836192906210000,06/29,VISA 19 digit,2013-07-23
13484,379169045631666,06/24,American Express,2002-04-03
13485,4000262999564,10/27,VISA 13 digit,2008-05-20
